volume	file	line	family	classification	consumers	original_comment	action
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	101	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI26-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	105	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI26-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	143	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI26-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	147	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI26-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	221	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI26-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch26_finite_type_noetherian_morphisms/chapter.tex	395	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI26-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	44	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI27-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	48	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI27-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	103	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI27-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	107	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI27-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	153	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI27-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	157	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI27-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	237	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI27-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex	411	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI27-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	40	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI28-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	44	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI28-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	95	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI28-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	99	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI28-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	152	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI28-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	156	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI28-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	240	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI28-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex	414	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI28-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	50	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI29-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	54	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI29-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	98	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI29-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	102	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI29-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	146	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI29-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	150	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI29-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	234	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI29-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch29_krull_dimension/chapter.tex	408	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI29-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	47	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI30-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	51	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI30-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	103	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI30-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	107	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI30-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	148	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI30-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	152	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI30-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	229	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI30-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch30_dimension_of_schemes/chapter.tex	403	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI30-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	71	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI31-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	75	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI31-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	125	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI31-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	129	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI31-example-02	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	171	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI31-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	175	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI31-example-03	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	276	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI31-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch31_codimension/chapter.tex	450	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI31-exercises-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	79	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI32-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	83	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% END VOL06-EXPANSION VI32-example-01	keep; active tooling references this marker family
VI	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex	155	VOL06-EXPANSION	ACTIVE_KEEP	scripts/volume06/audit_example_exercise_balance.py;scripts/volume06/audit_example_exercise_expansion.py;scripts/volume06/expansion_common.py	% BEGIN VOL06-EXPANSION VI32-example-02	keep; active tooling references this marker family
